584,3,0,0,3,2,"""Two roads diverged in a yellow wood, and I chose the one to J&#246;tunheimr"" - Robert Frost Giant"
19078,9,0,1,8,2,"RT @bitterarab: Now that Halloween is fast approaching please understand this. We are a culture, not a costume to mock and ridicule! http:/&#8230;"
8080,3,2,1,0,0,Awk... U don't like your own nephew / cousins bc our race.. LMAO broke ugly bitches fuck them we don't need them
14305,3,1,2,0,1,Quit talking shit you fucking faggot. You're seriously just mad bc no one wants you. Who the fuck do you even think you are?
21142,3,0,3,0,1,Sexy Japanese slut fingers and toys her pussy on the steps squirting her juice all&#160;over http://t.co/svs8idZjYp
20840,3,0,3,0,1,"RT @yaboybillnye: its funny when sluts say ""u just mad cause I'm 100% real"" its like no bitch #swerve cuz u actually about 65% water gtfo"
15382,3,0,0,3,2,"RT @DonnieWahlberg: Happy #BLUBLOODS Friday!  Off to @CBSNews to sit down with the gang on CBS This Morning!  Join us in the 8 o'clock ho&#8230;"
5606,4,0,4,0,1,@_xpriceless_ bitch u forcin it talkin about my family and shit watch out
15371,3,1,2,0,1,"RT @Doestaxxx: Stop fuckin jail birds. RT""@__BRAT_: Niggas that's that serious about ass play scare me. That shit so sus"""
23848,3,0,3,0,1,You know you a bitch ass so I don't need to say it.
13455,3,0,3,0,1,"My problem is I got a STRONG ""IDGAF"" attitude. Ion show NO Feelings to these pussy mfs &#128175;"
3616,3,0,3,0,1,"@Italian_Montana @CarterBoy_leake ant is a pussy man, don't make me pull up the pic!!!!"
6730,3,0,3,0,1,@lanaaabanana lady Bligh is my bitch!! I got 10 natty daddy's in my fridge #turnup
22814,3,0,3,0,1,U know this bitch hard http://t.co/oGhm5uYVuC
17060,3,1,2,0,1,RT @NoChillScottyD: Y'all fat bitches with small titties look like Teddy Grahams.
17634,3,0,0,3,2,"RT @SethMacFarlane: And thus endeth our warm, fuzzy holiday lesson: Never take those you love for granted, for they can be gone in a flash."
3619,3,2,1,0,0,@ItsKeeshKapeesh *yourself *faggot buy a dictionary
24582,3,0,3,0,1,"imma tall dread head wit a fat face  bitch do better"
25049,3,0,3,0,1,these bitches singing this song tho -_-
4819,3,1,2,0,1,@ShakiyaTeniece @celebrity_ke she said she aint tricking off on them hoes...lls...foolish
17706,3,0,3,0,1,"RT @ShxtWesleySays: ""Let me put my kids up in ya mouth bitch. I'ma turn this shit into a foster home."""
1173,3,0,0,3,2,&#8220;@BobbyBudnic Oxtails and yellow rice is blasphemy&#8221; boneless
742,3,2,1,0,0,#Iowa is full of white trash
8530,3,0,3,0,1,Camo day! Catch me at school huntin' for basic bitches http://t.co/NPiq0jS5uz
18579,3,0,3,0,1,RT @YatchakHannah: @aireekaTK stop crying you pussy
24929,3,0,3,0,1,shut up bitch
4501,3,0,3,0,1,@PERRO5070 bitch tits
8452,3,1,2,0,1,Bullets stick to a nigguh damn liver
526,3,0,1,2,2,"""LOL, cripple!"" - Wendy Davis. RT @MailOnline: Scientists create remote-controlled chick to study shy penguins http://t.co/mT3B09Slod"
6618,3,0,3,0,1,@kieffer_jason bitch didn't we just discuss this shit yesterday what time faget
13921,3,1,2,0,1,Ol heads always think a young nicca gon runoff wit they sacc
14476,3,0,3,0,1,RT @Alex_Alfarkh: I'm a pussy
19107,3,1,2,0,1,RT @brittanyaflores: you got niggas &amp; I got bitches &#128080;
13797,3,0,0,3,2,Nothing more yokel MSU fan than to constantly reassess Izzo *aka our only consistent winner since D. Daugherty or Biggie flipping Munn*
3931,3,1,2,0,1,@KilaurenK u stupid fuk head bitch
4954,3,2,1,0,0,@SydneeSmalling fuck Miley tranny looking now damn ass nigga
24855,3,0,3,0,1,pls stop gassing fat hoes
1221,3,0,3,0,1,"&#8220;@Coley_Cee: @lil_aerii @__yhanaaaa @DTHANG_ lmfaoooo, bitch don't start.&#8221; Okay bitch"
23260,3,0,3,0,1,Where this brolic bitch at ? Lol http://t.co/c0ooYDnq4M
12574,3,0,2,1,1,Krakin this bitch ipem at 12... WHO SIPPIN WIT ME... ELEMENTS http://t.co/lGCM88hsnP
20606,3,0,3,0,1,"RT @thejokerxo: &#128064;&#127939; ""@Weed_Cloudz: Does SZA have freckles on her pussy too?"""
13831,3,0,3,0,1,"Nuh uh RT @MissSneed: still counts. RT @WeavusChrist: I&#8217;m only a hoe on twitter, bae"
17516,3,1,2,0,1,RT @Rock76_: just show im not playing in this bitch one false move ima spraying in this bitch @1waynostra
10814,3,0,2,1,1,I have officially earned my right to bitch about things for the next two years! Yay!
10264,3,0,3,0,1,I ain't really trippin about the money yo that shit constantly comes like a bitch pussy
1340,6,0,5,1,1,&#8220;@ICEom @SupurMario27 coolin my nig ( @1TIMMYTEE voice)&#8221; uhhee ( @ICEom laugh)
3243,3,1,2,0,1,@Farrahisawhore @PersianFarrah nice account faggot
5104,3,0,2,1,1,@TheRealDiamondJ I'm the type to put that bitch in a river so you can gtf out my locations lol
11018,3,0,3,0,1,I love when the pussy smacking an it sound like u mixing spaghetti&#128541;
19271,3,0,3,0,1,RT @datnigga_laced: I'm fuking every night up in my new house .. Cause bitch I worked to hard fa this new house .. &#128513;
13445,3,0,2,1,1,"My nigguh Me naturally forever be fly!"
23732,3,0,3,0,1,You are so fake &amp; I'm going to put you on blast bitch.
24404,3,0,0,3,2,he's making fun of me cause I'm worried about the bird and he saying he's not surprised because I don't like splitting poles lol ugh jerk
6423,3,0,3,0,1,@jennahnorberg I'm always a call away if ya need me nigs
19111,3,0,3,0,1,"RT @bruhlmaoo: When bae sings ""it ain't nothin to cut that bitch off"" with too much enthusiasm http://t.co/2rwY1h0D0F"
5878,3,0,3,0,1,@chanelisabeth cuz ur a bird bitch
3047,3,0,3,0,1,"@Darth_Snuff I'd sell anything if people are willing to buy it, how highly do prostitutes think of their pussy to sell that"
5836,3,0,0,3,2,@butterfliesblue I heard green tea makes you lose weight.... And Imma coon so that explains the watermelon
1765,3,0,3,0,1,&#8220;@comedianjayski: My favorite time of da day HAPPY HOUR!!! #Drinkbreak&#8221;when the bad bitches come out and the ok hoes at home doing make-up
24655,3,0,0,3,2,lil spook and yung lean and robb all night
22468,6,0,6,0,1,"This bitch said ""Use my titties as a punchin bag"" 0-/-&lt;"
23791,3,0,3,0,1,You following a whole bunch of bitches that look better than your girl don't do nothin but make you wanna cheat more
9637,3,0,0,3,2,Gary's girl was a tranny. RT @Em_99car: I wonder what would have become of @rickspringfield if he'd written 'Gary's Girl'.
8148,3,0,3,0,1,Bad blood in the camp &amp; if it's bout a bitch just know I don't respect it homie
11303,3,0,0,3,2,I want Oreos!! Who can help me
1079,3,1,2,0,1,&#128563;Oh this bitch Midy must be crazy http://t.co/75LWvtD4oJ
11858,3,0,2,1,1,If she a hoe on social media she a hoe in real life too
23988,6,1,5,0,1,"Your boobs are fake, you're a little bitch, you're not cute, and I want to punch you."
17118,3,0,2,1,1,RT @O3_Millz: Wish I could get drunk tonight.. But my hoe ass drinkin buddy sick &#128530;&#128530;&#128586;&#128567; @1BookieG and the other one left &#128530;&#9992;&#65039;&#128640;&#128186; @xDSmooth
193,3,1,2,0,1,"""@Migsmichelen: This new twitter is confusing the shit out of me."" Go back to south america bitch"
11265,3,0,3,0,1,I thought that bitch was trynna line me&#128553;
11417,3,0,0,3,2,"I would like to test and see how long your tongue really is, my lady. [eggplant emoji] @Tinashe"
19169,3,0,0,3,2,RT @chicagotribune: Chicago will not refund $7.7 million made from red light tickets issued after yellow lights were shortened http://t.co/&#8230;
1991,3,0,0,3,2,"&#8220;@wizkhalifa: On the east coast there's colored hair everywhere.  This must be the sweetest wave ever.&#8221; @LayaFace"
22098,3,0,3,0,1,The willow tree in Pocohontas was my bitch at 7 years old
11591,3,0,3,0,1,I'm just gonna get my dog to eat a bitch
13510,3,0,3,0,1,Nah fuck Bungie they ain't givng me nNO drops. Stingy ass niggas. RT @CaratCutClarity: You trash at destiny if you aint at least 25
6487,3,1,2,0,1,@jusfinlbieber honestly fuck whoever agreed with this bitch ass nigga your never going to get to tupac level
2125,3,0,3,0,1,' Mannnnn wake y'all bitch asses up Blood !
15557,3,0,3,0,1,RT @FleeBiscuit: Girls with anchor tats are hoes
6516,3,0,3,0,1,"@kampeas well, I know you like it when children are murdered, kind of weird you would be such a little bitch about a twitter list"
3215,3,0,3,0,1,@Ese_Miro bitch please &#9995;
8003,3,0,2,1,1,Any nicca gettin it n da ass is a fag! &#8220;@CruellaDeTrill: Howw? Please explain this twitter logic. I'm confused. &#128553; @Im_Yung_Jay @YuTwatching&#8221;
19069,3,0,3,0,1,RT @bigshaadswerver: Yo this freezing cold shit so Lel n for the birds it crazy
18284,3,0,3,0,1,"RT @Tweets_NOchill: If she ever been on a club flyer, She a hoe."
10566,3,1,2,0,1,I feel like its gon be a homo revalution round dis bitch deez niggas expandin
16945,3,0,3,0,1,RT @MyDickNeedsCPR: What lonely hoe made this? http://t.co/eEFThf0tvb
10949,3,2,1,0,0,I like how niggas try an come at me and im like do it then bitch and they dont do shit. Pussies
6586,3,0,3,0,1,@kieffer_jason @NathannDevlin @zach_smith98 bitch I been in Plano every fuck weekend and you make excuses stfu and fight
19914,3,0,3,0,1,RT @kyanne_smith: @rahshauna. You arent a bitch.
8082,3,0,3,0,1,Awwwwww they no Kaep ain't rape no bitch!!!!
1453,3,0,3,0,1,&#8220;@MoneyYoung They not evn hoes in silence anymore&#8221;proud of it .... then want respect
22781,3,0,0,3,2,"Twitters little blue birds name is Larry, after Celtics, ISU Larry Bird, stick ticker is $TWTR."
,count,hate_speech,offensive_language,neither,class,tweet
250,3,0,1,2,2,"""@TEE_JONEZ: @16stanleys @KingCuh tuku ho idk blah blah blah"" &#128514;&#128514;&#128514;"
20510,4,0,4,0,1,RT @stayfoqused: Don't eat pussy until she show you the Vagfax
17342,3,0,0,3,2,"RT @PriyaOhol: In Hopes of Recruiting More Women, ISIS Opens Jihadi Finishing School http://t.co/yKyFIJZgSI @aekulze @vocativ http://t.co/a&#8230;"
10003,3,0,3,0,1,He prolly gone laugh n say this bitch crazy &#128514;&#128514;
13498,3,1,2,0,1,NEWS FLASH: Obama won the election and increase their numbers in congress. Stop with the bullshit already and compromise bitches!
12017,3,0,3,0,1,Im about to fuck taylors bitch ass up
7903,3,0,3,0,1,"Also love angry old Irish bartenders ""pussies have one beer and ask for a glass of water, fuck them I ignore that shit"""
24409,3,0,3,0,1,"her ""friends"" said I was shallow, conceited and controlling. I grabbed her wrist and said ""never talk to those fat jealous bitches again!"""
4235,3,0,3,0,1,@Mike_Stud so is my pussy
579,3,0,3,0,1,"""This is for my ghetto motherfuckers"" -Missy Elliott"
9321,3,0,2,1,1,Fear no bitch
17283,3,0,3,0,1,RT @PimpSquadJones: My main bitch &amp; my side bitch mad @ me i could by give 2 fucks
23445,3,0,3,0,1,Women can't do something called live life.Apparently that's being a hoe.
11698,3,2,1,0,0,I'm sure @AFP would add this helpful parenthetical explanation if these were redneck peckerwood teabaggers. https://t.co/zkqg5WfE5R
15850,3,0,3,0,1,"RT @HilariousBubble: Scientists recently discovered that bitches, do in fact, be trippin'."
1758,3,0,3,0,1,"&#8220;@codizzlleee: @Satisfied_x @Stfu_NobodyCare well we all know Victoria's Secret now.&#8221; Yea and we all the Cocoa Puff bird fucking"
8583,6,1,5,0,1,Can't stand a nigga that curve his boys for some hoes
16381,3,0,3,0,1,"RT @KillAllSimps: Ariana Grande built like a 13 year old Chinese boy, bitch shaped like an iPhone 3GS but niggas go crazy over her.. She no&#8230;"
20290,6,0,0,6,2,"RT @pop_ruth: I'm a little teapot short and Irish @onedirection artist of the year #AMAs #EMABiggestFans1D http://t.co/9O1zfvlezV"
16601,3,0,3,0,1,RT @LinnyKravtiz: The Mona Lisa could've been a bad bitch http://t.co/dj3oDVDAP0
1666,3,0,3,0,1,&#8220;@_BeautifulKeezy: the boy told Lyssa make them $50 &#128514;&#128514;&#128514;&#128128;&#8221;&#128514;&#128514;&#128514;&#128128; yes bitch and I need em
703,3,1,2,0,1,"#DegenerateArtist Ain't fuckin' AROUND with #Allahs #retard #crest&gt; I GOT BLESSED by Jesus and you are NOT NEXT, you fake ass TEXT&gt;"
9185,3,2,1,0,0,"Eh bitch!? How about you worry about your own psychotic ass. Looks like you need to ""be saved"" from being a noisy bitch &#9996;&#65039;&#128139; #cantStandUcunt"
12161,3,0,3,0,1,Is that the remix fam? &#8220;@Iam_webster: These hoes aint lawyers &#128553;&#127908; lol on god thats my fav Chris Brown song&#8221;
