13598,3,0,3,0,1,Nice base running again by the @Yankees. Fucking ponderous.
17980,3,0,3,0,1,RT @Teamadeezy: Niggas is hoes 2
1071,6,1,0,5,2,&#128557;&#128557;&#128557;&#128530; RT @KingHov1313: At work imma real Uncle Tom!&#128584;
17924,6,0,6,0,1,RT @TIKOAMG: Social network got bitches heads like &#128553; http://t.co/BHMUO4x4VU
16269,3,0,3,0,1,RT @Justcallme_duh: karmas a bitch my nigga
20530,6,0,0,6,2,RT @syd_renae: @2014Alyssa I have a pink fuzzy one &amp; a silky silver one. Bathrobes are a wonderful thing &#128129;&#128526;&#128525;
20312,3,0,3,0,1,RT @pterosaur: Is Nick Jonas a hoe for squeezing his dick? Is Nick Jonas gonna have leaked nudes? Is Nick Jonas less of a role model?
10943,3,0,3,0,1,I like bitches that like bitches
18311,3,1,2,0,1,"RT @TylersSooClutch: My dad is a hoe, fuck him &#127797;"
11075,4,0,3,1,1,"I need to jump in the shop on fritag for 72 beers, hate looking like 20 odd.. I need to get 120 fags tae, going to look like a junkie"
10483,6,0,5,1,1,I don't get what standing on Ya tip toes does for these pics these hoes be taking
1440,3,1,2,0,1,"&#8220;@MattieTrump97: Eat a lot of protein Eat a lot of pussy #MattieTrumpsTipsForABetterLife&#8221;  Eat the whole ass"
21527,3,0,0,3,2,Someone tell the royals to stay home there trash&#128553;
23135,3,1,2,0,1,When I be seein y&#8217;all runnin back and forf to woyke and shit I be thankin Jesus I is colored
15426,3,0,3,0,1,"RT @Drvglordkush: *Hits Blunt*  If cats are afraid of water, why does pussy get wet?' http://t.co/XffUo73q3a"
7167,3,1,2,0,1,@saramariewelch hahahah he's a stupid ass bitch
14657,3,0,3,0,1,RT @BasedJane: Screaming after Wes bitch ass? Annalise is losing her damn mind. She need to put the big girl panties back on. #HTGAWM
12698,3,0,1,2,2,"Libs trash Saira Blair, an 18-year-old Republican who won a seat in the West Virginia legislature http://t.co/V01w8UamJy"
19587,3,0,3,0,1,RT @iDntWearCondoms: Stop wasting texts on bitches who ain't tryna fuck u
6054,3,3,0,0,0,"@drew4130 @mailgal2000 Y'all hire colored folk? Only work half da day and throw da mail in da sewer if we ain't done"
9410,6,1,5,0,1,For all you psychology bitches on your periods.. Do this to chill tf out http://t.co/W2n19vgBv3
4223,3,0,3,0,1,@Mids_areForkids lmao im bein foreal fuck all them bitches like that!
23922,3,0,3,0,1,"You too old to be on Twitter, crying like a bitch..."
14400,3,0,1,2,2,RT @AC_Hussle: Bron pregame speeches be so trash though lmao
18901,3,0,3,0,1,RT @_soulfulsiren: &#8220;@VizyIsIgnant: When she waives her pussy fees&gt;&gt;&gt;&gt;&#8221; bye Lawrence &#128075;
1001,3,1,2,0,1,"&#128514;&#128514; niggas sending screenshots of me to they bitches like "" stop texting cuh "" &#128557;"
24183,3,0,2,1,1,"brb, skipping out of a b-ball game with Obama to whoop @ThatAngryNigga's hoe ass."
23645,3,1,2,0,1,Yes yes yes that's all you gone hear never met a hoe yet that a tell me no
19093,3,0,0,3,2,RT @boominator: &#8220;@CureOurCountry: Rand Paul mocks Clinton with #HillarysLosers pics with failed candidates http://t.co/r8fjtCsJ5O http://t&#8230;
1615,3,1,2,0,1,&#8220;@TripleOgi_: Kanye might be the first nigga to successfully save a hoe.&#8221;lol this a original . Tweet
13830,3,1,2,0,1,Nuggas be to obsessed with the homies. Like the cant bag bitches
10639,6,0,6,0,1,I got every reason to feel like I'm that bitch
23938,3,0,3,0,1,"You workout, tweet, Instagram, tweet, text some hoes, xbox, fall asleep these young boys ain't gotta clue what grinding is"
16949,3,2,1,0,0,RT @MyFriendsRap: You hoes need to stop dressing y'all kids as Migos and Rappers that y'all fucked. Lil nigga just wanted to be a power ran&#8230;
12939,3,0,3,0,1,Lol!! &#8220;@ItzSweetz_Bitch: Ooop! QT @TiFFANY_P0RSCHE: You little twats.&#8221;
20773,3,0,2,1,1,RT @wittybigtwittys: I use the word cunt very loosely
23652,3,0,3,0,1,"Yet you won't tag @AnthonyCumia What a pussy. ""@Gus_802: Cripes, what a loser. https://t.co/a3gpdURamA"""
18815,3,2,1,0,0,RT @__bettyboo: You better pray I don't send your nudes out bitch
21210,3,0,3,0,1,She talkin shit???? That bitch look like a Linebacker! #messinwithsasquach
2959,3,0,3,0,1,"@ConManBO @LastGreatStand  And a major league bitch too!"
3525,3,0,3,0,1,@HunturPls @SteeZeyFLOW nice ears bitch you look like a god damn elephant..
2857,3,0,3,0,1,@CassiusClay_232 who all in that hoe
3864,3,0,3,0,1,@Kaaaat__ make that llama your bitch
10630,3,0,3,0,1,"I got a thick ass neck, tho. 17 1/2 or 18 on these hoes. Can't zip my half zip fleece out this bitch."
19346,3,0,1,2,2,"RT @druggedvibes: Top 5 Thot Tattoos :  1) dream catchers  2) bird feathers  3) inspirational quotes that they dont live by  4) animal p&#8230;"
17255,3,0,3,0,1,RT @Papi_Chulo25: The fact that all y'all hoes gettin pregnant wit no ring on ya finger &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;
18138,3,0,3,0,1,RT @TheVoiceOfMiami: I wonder how many of y'all hoes got homegrown sex tapes online and U.O.E.N.O
20205,3,0,3,0,1,RT @northphilliest: &#128514;&#128514;&#128514; RT @curbyourhoe: AO got bitches at home scrolling IG like ... http://t.co/MMaeo2gwES
3927,3,0,3,0,1,@KeyshawnSwag on god niggaa be tryna say aids been out longer and shit like no bitch Ebola been out here &#128514;
